"","ID","StartDate","EndDate","Progress","Duration__in_seconds_","Finished","consent","Screen1","Screen2","Screen3","Screen4","age_1","age_2","TotalAge","gender_1","gender_2","gender_3","gender_4","gender_5","gender_6","gender_6_TEXT","sexorient_1","sexorient_2","sexorient_3","sexorient_4","sexorient_6","sexorient_7","sexorient_7_TEXT","relationship","pgender_1","pgender_2","pgender_3","pgender_4","pgender_5","pgender_6","pgender_6_TEXT","psexorient_1","psexorient_2","psexorient_3","psexorient_4","psexorient_5","psexorient_6","psexorient_6_TEXT","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","race_9","race_10","race_9_TEXT","income","edu","student","known_1","Known_years","known_2","Known_months","reltime_1","Reltime_years","reltime_2","Reltime_months","married","martime_1","Martime_years","martime_2","Martime_months","involved","involved_4_TEXT","live","livetime_1","Livetime_years","livetime_2","Livetime_months","children","childnum","childage","military","military_1_TEXT","SSFam1","SSFam2","SSFam3","SSFam4","SSFam5","SSFam6","SSFam7","SSFam8","SSFam9","SSFam_mean","SSFamP1","SSFamP2","SSFamP3","SSFamP_mean","SSfamVis1","SSfamVis2","SSfamVis3","SSfamVis4","SSfamVis5","SSfamVis6","SSfamVis7","SSfamVis_mean","SSpubVis1","SSpubVis2","SSpubVis3","SSpubVis4","SSpubVis5","SSpubVis6","SSpubVis_mean","SSViol1","SSViol2","SSViol3","SSViol4","SSViol5","SSViol6","SSViol7","SSViol_mean","SSMis1","SSMis2","SSMis3","SSMis_mean","SSwDis1","SSwDis2","SSwDis3","SSwDis4","SSwDis5","SSwDis6","SSwDis7","SSwDis_mean","SSgenDis1","SSgenDis2","SSgenDis3","SSgenDis4","SSgenDis5","SSgenDis6","SSgenDis7","SSgenDis8","SSgenDis9","SSgenDis10","SSgenDis_mean","SScon1","SScon2","SScon3","SScon4","SScon_mean","SSTOT_mean","DCISMS1","DCISMS2","DCISMS3","DCISMS4","DCISMS5","DCISMS5r","DCISMS6","DCISMS7","DCISMS7r","DCISMS8","DCISMS8r","DCISMS9","DCISMS10","DCISMS10r","DCISMS11","DCISMS12","DCISMS13","DCISMS14","DCISMS15","DCISMS15r","DCISMS16","ATTCHK1","DCISMS17","DCISMS17r","DCISMS18","DCISMS18r","DCISMS19","DCISMS19r","DCISMS20","DCISMS21","DCISMS22","DCISMS23","DCISMS24","DCISMS25","DCISMS26","DCISMS27","Stresscoms","sdcemots","sdcprobs","ndcs","Stresscomp","sdcemotp","sdcprobp","ndcp","emotcdc","probcdc","DCeval","DCtots","DCtotp","DCtot","GLRS1","GLRS1r","GLRS2","GLRS2r","GLRS3","GLRS4","GLRS5","GLRS6","GLRS7","GLRS8","GLRS9","GLRS9r","GLRS10","GLRS11","GLRS12","GLRS13","GLRS14","GLRS14r","ATTCHK2","GLRS15","GLRS16","GLRS16r","GLSTOT","CRSI1","CRSI2","CRSI3","CRSI4","CRSI5","CRSI6","CRSI7","CRSI8","ATTCHK3","CRSI9","CRSI10","CRSI11","CRSI12","CRSI13","CRSI14","CRSI15","CRSI16","ConEngage","PosProbSol","WithDr","Comp","gender","sexorient","pgender","psexorient","race","reltype_sex","reltype_gender","GLRS8r","reltype_gender_1"
"93",114,2021-05-10 15:01:06,2021-05-10 15:12:12,100,665,1,1,2,3,3,5,29,9,29.75,NA,1,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,"",1,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,6,4,16,16,0,192,10,10.25,3,123,0,NA,NA,NA,NA,3,"",1,5,5.33333333333333,4,64,0,NA,NA,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,3,3,2.5,0,0,1,2,3,3,3,1.71428571428571,3,3,3,3,3,3,3,3,1,3,3,2.71428571428571,3,3,3,0,3,0,0,0,0,0,1.2,0,0,0,3,0.75,1.25,5,5,5,5,1,5,5,1,5,1,5,5,1,5,5,5,5,5,1,5,3,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,10,10,8,4,10,10,10,4,10,15,10,4.8,5,123,1,7,1,7,1,5,5,7,7,1,1,7,7,7,7,7,1,7,7,7,2,6,101,1,5,2,1,NA,5,1,1,5,NA,5,1,1,1,3,1,1,NA,18,5,4,2,4,1,1,8,3,3,7,"Dif-Gend"
"94",115,2021-05-10 15:00:39,2021-05-10 15:14:23,100,823,1,1,2,2,2,4,30,8,30.6666666666667,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,"",1,1,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,4,4,3,3,0,36,2,2.75,9,33,0,NA,NA,NA,NA,3,"",1,1,1.75,9,21,0,NA,NA,0,"",1,1,1,0,0,0,1,1,1,0.666666666666667,0,1,1,0.666666666666667,0,0,1,1,0,0,0,0.285714285714286,1,1,1,0,1,0,0.666666666666667,0,0,0,0,0,0,0,0,2,2,2,2,1,0,2,1,1,0,0,0.714285714285714,0,1,0,0,0,0,0,0,0,0,0.1,0,1,1,1,0.75,0.517857142857143,4,4,4,3,1,5,3,1,5,2,4,5,1,5,4,4,4,4,1,5,3,2,1,5,1,5,1,5,4,5,5,4,3,3,4,4,8,8,7,4,8,7,8,5,6,14,8,4.3,4.2,105,5,3,2,6,6,6,3,5,6,3,4,4,5,5,7,7,5,3,7,2,1,7,80,1,4,2,1,3,3,2,1,5,2,3,1,1,1,4,3,1,7,14,8,4,1,5,1,3,8,1,1,5,"Same-Gend"
"95",116,2021-05-10 15:00:41,2021-05-10 15:14:27,100,826,1,1,2,2,2,5,31,6,31.5,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",3,6,4,7,7,0,84,7,7,0,84,0,NA,NA,NA,NA,3,"",1,0,0.333333333333333,4,4,0,NA,NA,0,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,0,1,0.142857142857143,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0.0714285714285714,2,2,4,4,1,5,3,1,5,1,5,3,1,5,3,3,4,4,1,5,2,2,1,5,1,5,1,5,3,3,2,2,4,2,5,5,4,8,5,4,6,8,6,4,6,7,10,3.7,4,90,5,3,4,4,6,5,2,4,5,1,1,7,4,5,2,7,3,5,7,6,5,3,75,2,5,2,1,1,3,1,1,5,2,4,1,2,2,4,2,1,7,16,6,5,2,2,2,2,6,2,2,7,"Same-Gend"
"96",117,2021-05-10 15:04:42,2021-05-10 15:15:53,100,670,1,1,2,3,4,5,40,NA,40,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Study",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,5,4,18,18.5,6,222,9,9,0,108,1,8,8,0,96,3,"",1,11,11,0,132,0,NA,NA,0,"",1,3,3,3,0,1,2,2,3,2,3,3,3,3,3,NA,3,3,3,NA,3,3,2,3,3,1,1,0,1.66666666666667,1,1,1,1,2,2,2,1.42857142857143,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,0,0,0,0,0,0,0.6,1,3,3,3,2.5,2,4,4,5,5,1,5,5,1,5,2,4,1,2,4,3,3,5,5,1,5,5,2,1,5,3,3,1,5,3,3,3,3,4,5,5,5,8,10,8,6,6,10,6,6,9,9,10,4.4,4,102,6,2,2,6,7,7,4,5,3,5,7,1,6,5,7,7,NA,NA,7,1,2,6,NA,1,3,3,4,2,3,3,4,5,2,3,3,3,1,3,3,3,6,12,12,14,1,1,2,6,8,3,3,5,"Dif-Gend"
"97",118,2021-05-10 14:56:48,2021-05-10 15:20:45,100,1436,1,1,2,3,3,3,19,11,19.9166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"straight",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",1,4,1,1,1,0,12,0,0.916666666666667,11,11,0,NA,NA,NA,NA,3,"",1,0,0.0833333333333333,1,1,0,NA,NA,0,"",1,1,0,0,0,0,0,0,0,0.222222222222222,1,0,0,0.333333333333333,0,0,0,1,0,0,0,0.142857142857143,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1.66666666666667,0,0,1,1,1,1,1,0.714285714285714,0,0,1,1,1,1,1,1,1,1,0.8,0,0,1,0,0.25,0.535714285714286,5,5,5,5,1,5,5,1,5,2,4,5,1,5,5,5,5,5,1,5,5,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,10,10,10,4,10,10,10,5,10,15,10,5,4.9,124,1,7,1,7,7,7,5,7,7,1,1,7,7,7,7,7,1,7,7,7,1,7,110,1,5,1,1,1,5,1,2,5,1,5,1,1,1,5,1,2,4,20,4,6,1,1,2,6,6,3,3,7,"Dif-Gend"
"98",119,2021-05-10 15:09:11,2021-05-10 15:21:19,100,727,1,1,2,3,4,5,42,10,42.8333333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",3,5,4,25,25,0,300,20,20,0,240,1,22,22,0,264,4,"Married, no longer in love or intimate",1,1,1.41666666666667,5,17,1,2,NA,0,"",2,2,2,2,1,1,2,3,2,1.88888888888889,0,0,0,0,3,3,3,3,1,1,2,2.28571428571429,2,2,2,0,0,0,1,0,0,1,1,1,1,1,0.714285714285714,2,2,2,2,0,0,1,1,0,0,0,0.285714285714286,2,0,0,0,1,0,0,0,2,3,0.8,0,1,1,1,0.75,1.125,1,1,1,1,5,1,1,5,1,2,4,1,5,1,1,1,3,1,1,5,2,2,1,5,3,3,4,2,1,1,1,1,1,1,1,1,2,4,3,9,2,2,2,17,2,3,2,2.4,1.3,42,7,1,1,7,1,1,1,1,1,1,7,1,4,1,1,1,7,1,7,1,1,7,37,1,4,5,3,1,1,5,3,5,1,1,5,4,1,1,5,3,4,7,20,13,1,1,2,4,8,3,3,7,"Dif-Gend"
"99",122,2021-05-10 15:12:49,2021-05-10 15:23:29,100,639,1,1,2,3,2,4,10,11,10.9166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Straight",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",6,4,2,13,13,0,156,2,2.5,6,30,0,NA,NA,NA,NA,2,"",2,NA,NA,NA,NA,0,NA,NA,0,"",0,2,2,1,2,2,1,2,1,1.44444444444444,2,1,0,1,1,2,3,1,2,1,1,1.57142857142857,2,2,1,2,3,2,2,1,1,0,1,2,2,1,1.14285714285714,2,3,2,2.33333333333333,2,1,2,2,1,1,2,1.57142857142857,3,2,2,0,0,0,0,0,0,0,0.7,2,1,1,1,1.25,1.375,3,4,5,4,2,4,5,3,3,5,1,4,2,4,5,5,5,5,1,5,4,2,4,2,5,1,4,2,3,4,3,4,4,3,4,5,7,10,7,14,10,9,9,12,7,11,9,3.4,4,92,5,3,2,6,7,6,5,5,5,2,1,7,5,5,6,7,1,7,7,6,5,3,89,1,4,3,1,5,4,3,5,5,4,3,4,3,2,4,3,4,12,15,13,13,1,1,2,6,3,3,3,6,"Dif-Gend"
"100",123,2021-05-10 15:17:13,2021-05-10 15:24:45,100,451,1,1,2,3,2,4,26,11,26.9166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Straight",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,5,4,3,3,NA,36,1,1,0,12,0,NA,NA,NA,NA,2,"",1,3,3,0,36,0,NA,NA,0,"",0,0,1,0,1,0,0,0,0,0.222222222222222,3,0,0,1,1,1,0,1,1,0,0,0.571428571428571,0,2,1,0,0,0,0.5,0,0,0,0,0,1,0,0.142857142857143,3,3,3,3,0,0,1,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.428571428571429,5,5,5,3,1,5,2,1,5,2,4,4,1,5,5,5,5,5,1,5,5,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,10,10,10,4,10,8,6,5,10,15,10,5,4.3,118,5,3,5,3,6,6,6,7,7,1,1,7,3,7,7,7,1,7,7,6,2,6,95,1,5,3,1,2,5,2,1,5,2,4,1,1,1,5,2,1,6,19,8,4,1,1,2,6,8,3,3,7,"Dif-Gend"
"101",125,2021-05-10 15:11:54,2021-05-10 15:26:41,100,887,1,1,2,3,2,4,23,7,23.5833333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,5,4,5,5,0,60,2,2.58333333333333,7,31,0,NA,NA,NA,NA,3,"",1,4,4,0,48,0,NA,NA,0,"",2,2,2,2,0,0,1,0,0,1,2,2,0,1.33333333333333,2,3,3,3,NA,3,2,2.66666666666667,1,3,3,0,1,1,1.5,1,1,0,1,0,1,1,0.714285714285714,1,1,2,1.33333333333333,1,1,2,1,1,1,1,1.14285714285714,0,1,0,0,0,1,0,0,0,0,0.2,1,1,1,0,0.75,1.09090909090909,4,4,NA,4,1,5,4,1,5,1,5,5,1,5,5,5,NA,5,1,5,4,2,1,5,1,5,1,5,5,5,5,4,5,5,5,5,8,NA,9,4,10,NA,9,4,10,14,10,4.66666666666667,4.77777777777778,NA,2,6,2,6,7,7,6,6,7,1,1,7,6,7,7,7,1,7,7,4,2,6,103,1,5,2,1,1,5,1,2,5,1,5,1,2,1,5,1,2,4,20,5,7,1,1,1,1,8,1,1,7,"Same-Gend"
"102",126,2021-05-10 15:06:06,2021-05-10 15:27:08,100,1262,1,1,2,3,2,4,18,11,18.9166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,1,"Graysexual",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,2,2,1,1.83333333333333,10,22,1,1.58333333333333,7,19,0,NA,NA,NA,NA,2,"",2,NA,NA,NA,NA,0,NA,NA,0,"",3,3,3,3,0,2,3,2,3,2.44444444444444,1,2,2,1.66666666666667,3,3,2,3,0,0,0,1.57142857142857,2,0,0,1,2,3,1.33333333333333,3,3,3,3,0,2,2,2.28571428571429,0,1,3,1.33333333333333,3,3,3,3,2,3,3,2.85714285714286,3,3,3,0,3,0,0,0,0,1,1.3,1,0,3,3,1.75,1.89285714285714,4,3,1,3,1,5,2,1,5,4,2,3,1,5,5,5,5,5,1,5,4,2,1,5,1,5,1,5,5,5,3,3,4,5,4,4,7,10,9,4,10,4,5,7,9,11,8,4.6,3.6,102,5,3,6,2,7,5,6,7,5,1,3,5,5,7,7,7,7,1,7,2,1,7,83,1,4,4,3,2,4,1,3,5,2,4,1,2,1,4,3,1,6,16,9,9,1,6,2,NA,8,3,3,7,"Dif-Gend"
"103",127,2021-05-10 15:12:20,2021-05-10 15:29:28,100,1028,1,1,2,3,4,3,30,10,30.8333333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,5,4,1,1.41666666666667,5,17,1,1.33333333333333,4,16,1,0,0.5,6,6,3,"",1,0,0.333333333333333,4,4,1,1,0,0,"",1,1,1,2,0,0,1,2,0,0.888888888888889,0,0,0,0,2,1,2,2,2,2,1,1.71428571428571,2,2,0,2,2,2,1.66666666666667,0,0,0,0,2,0,2,0.571428571428571,0,1,1,0.666666666666667,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0.5,2,2,1,2,1.75,0.857142857142857,5,4,4,5,1,5,3,1,5,1,5,3,1,5,4,4,5,4,1,5,3,2,1,5,1,5,1,5,4,5,5,5,5,5,5,5,9,9,7,4,8,9,6,4,10,15,10,4.5,4.3,113,5,3,1,7,7,7,7,7,7,1,1,7,6,6,7,7,2,6,7,7,5,3,101,1,4,1,1,1,4,2,1,5,2,4,1,1,1,5,1,2,5,17,5,5,1,1,2,1,8,3,3,7,"Dif-Gend"
"104",128,2021-05-10 15:17:26,2021-05-10 15:31:27,100,841,1,1,2,3,2,4,24,1,24.0833333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,1,1,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"heterosexual",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,5,4,2,2,0,24,1,1.5,6,18,0,NA,NA,NA,NA,2,"",2,NA,NA,NA,NA,0,NA,NA,0,"",0,1,0,0,0,0,0,0,1,0.222222222222222,1,0,0,0.333333333333333,0,1,1,0,0,0,0,0.285714285714286,0,0,0,0,0,1,0.166666666666667,0,0,0,1,0,0,0,0.142857142857143,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2,1,1,2,3,1.75,0.392857142857143,2,2,3,3,1,5,1,1,5,4,2,2,3,3,1,1,4,2,3,3,2,2,2,4,2,4,1,5,2,2,2,2,4,4,4,4,4,6,4,8,2,6,3,9,8,6,8,3,2.6,70,5,3,5,3,6,5,5,6,3,2,2,6,3,6,4,7,2,6,7,2,5,3,74,1,4,2,3,2,4,2,3,5,3,4,1,2,1,4,3,3,7,16,8,11,1,5,2,6,8,3,3,6,"Dif-Gend"
"105",129,2021-05-10 15:22:50,2021-05-10 15:32:17,100,566,1,1,2,3,4,5,36,5,36.4166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"",5,5,4,6,6.08333333333333,1,73,6,6.08333333333333,1,73,1,3,3.25,3,39,3,"",1,2,2.5,6,30,1,1,2,0,"",0,1,0,0,0,0,0,0,0,0.111111111111111,1,0,0,0.333333333333333,1,1,1,2,2,0,1,1.14285714285714,1,1,1,0,0,0,0.5,0,0,0,0,0,1,1,0.285714285714286,1,1,1,1,0,0,1,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0.482142857142857,2,2,4,3,3,3,4,2,4,3,3,2,2,4,4,3,4,4,2,4,3,2,2,4,2,4,2,4,3,3,3,3,3,3,3,3,4,8,6,8,7,7,6,10,6,9,6,3.4,3.4,83,6,2,5,3,7,6,7,7,5,5,5,3,5,5,6,7,6,2,7,2,2,6,78,1,4,2,3,2,4,1,3,5,2,4,2,3,1,4,1,3,6,16,6,12,1,1,2,NA,10,3,3,5,"Dif-Gend"
"106",131,2021-05-10 15:12:30,2021-05-10 15:33:41,100,1271,1,1,2,3,4,4,30,9,30.75,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",2,5,3,4,4.41666666666667,5,53,4,4,0,48,1,1,1.66666666666667,8,20,3,"",1,2,2.5,6,30,1,1,1,0,"",1,3,1,1,0,0,0,1,3,1.11111111111111,0,0,0,0,3,2,3,3,3,1,3,2.57142857142857,3,3,2,0,2,1,1.83333333333333,0,0,1,1,0,0,1,0.428571428571429,1,2,2,1.66666666666667,3,0,2,1,1,0,0,1,0,0,0,2,2,2,3,3,0,2,1.4,3,1,1,2,1.75,1.33928571428571,3,3,4,5,1,5,5,1,5,1,5,5,1,5,5,3,4,5,1,5,4,2,1,5,2,4,1,5,5,4,4,4,3,4,3,3,6,9,9,5,8,9,10,4,7,12,6,4.3,4.7,109,5,3,5,3,7,6,4,4,6,2,6,2,3,3,5,7,4,4,7,3,5,3,69,4,3,4,3,3,3,3,2,5,2,3,2,2,2,3,3,2,11,12,12,9,2,1,1,4,5,3,3,6,"Dif-Gend"
"107",132,2021-05-10 15:21:41,2021-05-10 15:34:15,100,754,1,1,2,5,4,5,33,6,33.5,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Demisexual",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",3,4,4,12,12.4166666666667,5,149,12,12.4166666666667,5,149,1,9,9.5,6,114,3,"",1,1,1.5,6,18,1,2,NA,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.0357142857142857,5,3,5,4,1,5,4,1,5,2,4,3,1,5,5,5,5,5,1,5,3,2,1,5,1,5,1,5,4,5,4,4,5,5,5,5,8,10,7,4,10,9,7,5,10,13,10,4.5,4.5,113,3,5,1,7,7,7,4,6,7,1,1,7,6,7,6,7,1,7,7,5,2,6,101,2,4,4,2,2,4,4,2,5,2,4,1,2,1,4,2,3,7,16,11,9,1,6,2,NA,8,3,3,7,"Dif-Gend"
"108",134,2021-05-10 15:29:22,2021-05-10 15:38:29,100,547,1,1,2,3,2,4,23,7,23.5833333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Heterosexual",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",4,5,3,2,2,0,24,1,1.25,3,15,0,NA,NA,NA,NA,2,"",2,NA,NA,NA,NA,0,NA,NA,0,"",1,1,1,0,0,0,1,0,1,0.555555555555556,2,2,0,1.33333333333333,2,2,2,1,1,0,1,1.28571428571429,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,1,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0.446428571428571,4,4,5,4,1,5,4,1,5,1,5,3,1,5,5,5,5,5,1,5,1,2,1,5,1,5,1,5,2,5,3,3,5,5,5,5,8,10,3,4,10,9,7,4,10,11,10,4.1,4.6,108,5,3,2,6,7,7,6,7,7,1,1,7,6,7,5,7,1,7,7,7,1,7,103,1,5,2,1,1,5,1,1,5,1,5,1,2,1,5,1,1,4,20,5,5,1,1,2,6,3,3,3,7,"Dif-Gend"
"109",135,2021-05-10 15:22:39,2021-05-10 15:38:34,100,955,1,1,2,3,2,4,22,11,22.9166666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,1,"Demisexual",1,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,5,4,4,4.75,9,57,2,2.58333333333333,7,31,0,NA,NA,NA,NA,3,"",1,4,4,0,48,0,NA,NA,0,"",3,3,2,3,2,0,0,1,3,1.88888888888889,1,1,2,1.33333333333333,3,3,1,1,2,2,2,2,3,2,1,1,2,1,1.66666666666667,0,0,0,0,0,0,0,0,1,2,2,1.66666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,1,1,1,1,1,0.982142857142857,4,5,5,4,1,5,3,2,4,2,4,4,1,5,5,5,4,5,1,5,4,2,1,5,1,5,1,5,4,5,3,3,5,5,5,5,9,9,8,4,10,9,7,6,10,11,10,4.6,4.4,111,2,6,4,4,7,7,5,6,5,1,2,6,4,7,7,7,1,7,7,3,4,4,92,1,4,2,3,1,4,1,1,5,1,4,1,2,1,5,2,1,4,17,6,7,1,6,1,1,8,1,1,7,"Same-Gend"
"110",137,2021-05-10 15:19:05,2021-05-10 15:39:53,100,1247,1,1,2,3,2,5,23,10,23.8333333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,"",1,1,NA,NA,NA,NA,NA,"",NA,NA,1,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"White and hispanic",2,5,3,5,5.75,9,69,5,5.08333333333333,1,61,0,NA,NA,NA,NA,2,"",1,3,3.08333333333333,1,37,0,NA,NA,0,"",1,1,1,1,0,1,2,1,2,1.11111111111111,0,0,0,0,1,1,1,1,1,0,1,0.857142857142857,0,1,1,2,1,0,0.833333333333333,1,1,1,1,1,1,1,1,2,2,2,2,0,0,1,1,0,0,0,0.285714285714286,1,0,1,0,0,0,0,0,0,0,0.2,0,0,1,1,0.5,0.714285714285714,4,4,5,4,1,5,4,1,5,1,5,4,1,5,4,4,4,5,1,5,3,2,1,5,1,5,1,5,5,5,5,4,4,4,5,5,8,9,8,4,8,9,8,4,8,14,10,4.5,4.5,112,5,3,3,5,7,6,2,6,7,3,2,6,3,6,6,7,2,6,7,2,1,7,84,1,5,3,3,1,4,2,2,5,2,4,1,1,1,4,3,3,5,17,9,9,1,5,1,5,9,1,1,5,"Same-Gend"
"111",138,2021-05-10 15:35:04,2021-05-10 15:42:08,100,423,1,1,2,2,2,4,28,2,28.1666666666667,1,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",3,5,4,5,5,0,60,4,4,0,48,0,NA,NA,NA,NA,3,"",1,1,1.5,6,18,0,NA,NA,0,"",0,0,0,0,0,0,0,0,1,0.111111111111111,1,1,0,0.666666666666667,1,1,1,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,3,3,5,3,1,5,1,1,5,1,5,5,1,5,5,5,5,5,1,5,5,2,1,5,1,5,1,5,5,3,4,4,5,3,5,5,6,10,10,4,10,8,6,4,8,11,10,4.6,4.4,109,2,6,1,7,7,7,6,7,7,1,2,6,7,7,6,7,1,7,7,4,2,6,104,1,5,3,1,1,5,2,3,5,1,5,1,1,1,5,2,1,4,20,8,6,1,3,1,3,8,1,1,7,"Same-Gend"
