"","ID","StartDate","EndDate","Progress","Duration__in_seconds_","Finished","consent","Screen1","Screen2","Screen3","Screen4","age_1","age_2","TotalAge","gender_1","gender_2","gender_3","gender_4","gender_5","gender_6","gender_6_TEXT","sexorient_1","sexorient_2","sexorient_3","sexorient_4","sexorient_6","sexorient_7","sexorient_7_TEXT","relationship","pgender_1","pgender_2","pgender_3","pgender_4","pgender_5","pgender_6","pgender_6_TEXT","psexorient_1","psexorient_2","psexorient_3","psexorient_4","psexorient_5","psexorient_6","psexorient_6_TEXT","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","race_9","race_10","race_9_TEXT","income","edu","student","known_1","Known_years","known_2","Known_months","reltime_1","Reltime_years","reltime_2","Reltime_months","married","martime_1","Martime_years","martime_2","Martime_months","involved","involved_4_TEXT","live","livetime_1","Livetime_years","livetime_2","Livetime_months","children","childnum","childage","military","military_1_TEXT","SSFam1","SSFam2","SSFam3","SSFam4","SSFam5","SSFam6","SSFam7","SSFam8","SSFam9","SSFam_mean","SSFamP1","SSFamP2","SSFamP3","SSFamP_mean","SSfamVis1","SSfamVis2","SSfamVis3","SSfamVis4","SSfamVis5","SSfamVis6","SSfamVis7","SSfamVis_mean","SSpubVis1","SSpubVis2","SSpubVis3","SSpubVis4","SSpubVis5","SSpubVis6","SSpubVis_mean","SSViol1","SSViol2","SSViol3","SSViol4","SSViol5","SSViol6","SSViol7","SSViol_mean","SSMis1","SSMis2","SSMis3","SSMis_mean","SSwDis1","SSwDis2","SSwDis3","SSwDis4","SSwDis5","SSwDis6","SSwDis7","SSwDis_mean","SSgenDis1","SSgenDis2","SSgenDis3","SSgenDis4","SSgenDis5","SSgenDis6","SSgenDis7","SSgenDis8","SSgenDis9","SSgenDis10","SSgenDis_mean","SScon1","SScon2","SScon3","SScon4","SScon_mean","SSTOT_mean","DCISMS1","DCISMS2","DCISMS3","DCISMS4","DCISMS5","DCISMS5r","DCISMS6","DCISMS7","DCISMS7r","DCISMS8","DCISMS8r","DCISMS9","DCISMS10","DCISMS10r","DCISMS11","DCISMS12","DCISMS13","DCISMS14","DCISMS15","DCISMS15r","DCISMS16","ATTCHK1","DCISMS17","DCISMS17r","DCISMS18","DCISMS18r","DCISMS19","DCISMS19r","DCISMS20","DCISMS21","DCISMS22","DCISMS23","DCISMS24","DCISMS25","DCISMS26","DCISMS27","Stresscoms","sdcemots","sdcprobs","ndcs","Stresscomp","sdcemotp","sdcprobp","ndcp","emotcdc","probcdc","DCeval","DCtots","DCtotp","DCtot","GLRS1","GLRS1r","GLRS2","GLRS2r","GLRS3","GLRS4","GLRS5","GLRS6","GLRS7","GLRS8","GLRS9","GLRS9r","GLRS10","GLRS11","GLRS12","GLRS13","GLRS14","GLRS14r","ATTCHK2","GLRS15","GLRS16","GLRS16r","GLSTOT","CRSI1","CRSI2","CRSI3","CRSI4","CRSI5","CRSI6","CRSI7","CRSI8","ATTCHK3","CRSI9","CRSI10","CRSI11","CRSI12","CRSI13","CRSI14","CRSI15","CRSI16","ConEngage","PosProbSol","WithDr","Comp","gender","sexorient","pgender","psexorient","race","reltype_sex","reltype_gender","GLRS8r","reltype_gender_1"
"186",225,2021-05-10 17:39:05,2021-05-10 17:55:38,100,992,1,1,2,3,2,5,29,8,29.6666666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Heterosexual",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,4,4,11,11.25,3,135,11,11.1666666666667,2,134,0,NA,NA,NA,NA,3,"",1,1,1,0,12,0,NA,NA,0,"",0,1,1,1,0,0,2,2,1,0.888888888888889,0,0,0,0,1,1,1,2,1,1,1,1.14285714285714,0,0,0,1,1,1,0.5,1,0,1,1,2,1,1,1,2,2,2,2,0,0,0,0,0,1,0,0.142857142857143,0,0,1,0,0,0,0,0,0,1,0.2,1,1,1,1,1,0.696428571428571,5,5,5,3,1,5,5,1,5,1,5,5,1,5,5,5,5,5,1,5,5,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,10,10,10,4,10,8,10,4,10,15,10,5,4.8,123,3,5,1,7,7,7,6,5,6,1,1,7,6,6,7,7,5,3,7,2,1,7,95,1,4,3,2,1,4,2,2,5,2,5,1,2,1,5,2,1,5,18,8,7,1,1,2,6,8,3,3,7,"Dif-Gend"
"187",227,2021-05-10 17:53:45,2021-05-10 18:05:01,100,675,1,1,2,3,2,4,33,0,33,1,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Straight",1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,5,4,2,2.25,3,27,2,2.16666666666667,2,26,0,NA,NA,NA,NA,3,"",2,NA,NA,NA,NA,1,1,6,0,"",3,3,3,2,1,0,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1.42857142857143,1,2,2,0,1,0,1,2,2,1,2,1,3,1,1.71428571428571,3,3,3,3,2,2,3,1,1,2,2,1.85714285714286,3,1,1,0,1,0,0,0,2,0,0.8,0,0,0,0,0,1.46428571428571,3,5,4,3,1,5,3,2,4,4,2,3,1,5,5,5,NA,5,1,5,3,2,1,5,1,5,1,5,5,5,5,3,5,5,4,4,8,NA,8,4,10,7,6,8,10,13,8,4.55555555555556,3.9,NA,5,3,2,6,7,6,4,5,7,1,1,7,6,7,7,7,2,6,7,5,2,6,96,1,5,1,1,1,5,1,3,5,1,5,1,2,1,5,1,2,4,20,4,8,1,4,2,6,8,3,3,7,"Dif-Gend"
"188",228,2021-05-10 17:58:12,2021-05-10 18:05:03,100,410,1,1,2,3,2,4,30,8,30.6666666666667,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Heterosexual",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",6,6,4,5,5.33333333333333,4,64,3,3.75,9,45,0,NA,NA,NA,NA,2,"",1,2,2.25,3,27,0,NA,NA,0,"",1,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,1,0,0,0,0,0,0,0.142857142857143,1,1,1,0,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0.178571428571429,1,1,3,1,1,5,1,3,3,1,5,1,1,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,6,6,12,6,4,2,6,6,9,4,2.6,3,71,5,3,3,5,6,5,5,7,7,1,2,6,7,7,6,7,2,6,7,1,2,6,91,1,5,2,2,1,5,2,3,5,1,5,1,2,1,5,2,2,4,20,7,9,1,1,2,6,8,3,3,7,"Dif-Gend"
"189",229,2021-05-10 18:01:38,2021-05-10 18:12:58,100,679,1,1,2,3,2,4,27,5,27.4166666666667,NA,NA,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",1,1,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,"",NA,NA,1,1,NA,1,1,NA,NA,NA,"",2,2,4,2,2.16666666666667,2,26,2,2.16666666666667,2,26,0,NA,NA,NA,NA,3,"",1,0,0.25,3,3,0,NA,NA,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.428571428571429,0,1,1,0,1,0,0.5,1,1,1,1,2,1,0,1,0,2,2,1.33333333333333,0,0,0,1,0,0,0,0.142857142857143,1,1,1,2,2,2,2,2,1,0,1.4,0,0,0,0,0,0.571428571428571,1,1,2,3,1,5,1,2,4,4,2,1,1,5,3,3,3,3,2,4,3,2,2,4,1,5,1,5,3,3,3,3,4,3,3,3,2,6,6,6,6,5,2,8,7,9,6,3.2,2.9,77,7,1,5,3,6,6,2,5,3,5,2,6,5,4,3,6,6,2,7,2,5,3,62,2,5,1,2,2,4,3,2,5,2,3,2,1,2,3,2,2,8,15,8,7,4,4,1,4,7,4,3,5,"Dif-Gend"
"190",231,2021-05-10 17:59:28,2021-05-10 18:13:59,100,870,1,1,2,2,2,5,25,6,25.5,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",1,6,4,6,6.75,9,81,6,6.66666666666667,8,80,0,NA,NA,NA,NA,2,"",1,1,1.83333333333333,10,22,0,NA,NA,0,"",0,1,2,3,0,0,1,1,3,1.22222222222222,0,0,0,0,0,0,0,1,0,0,0,0.142857142857143,1,1,0,0,0,1,0.5,0,0,2,2,2,1,1,1.14285714285714,2,2,3,2.33333333333333,2,0,0,0,0,1,1,0.571428571428571,0,1,0,0,0,0,0,0,1,0,0.2,0,0,0,1,0.25,0.660714285714286,4,4,4,4,1,5,4,1,5,3,3,4,2,4,2,1,4,4,1,5,3,2,1,5,1,5,1,5,4,3,4,4,4,4,4,4,8,8,7,4,3,8,8,7,8,11,8,4.3,3.6,98,7,1,6,2,7,5,3,2,5,2,2,6,6,5,7,7,2,6,7,2,6,2,72,2,4,3,2,1,4,1,3,5,3,4,2,2,2,4,3,2,8,16,9,9,2,2,2,1,8,2,2,6,"Same-Gend"
"191",232,2021-05-10 18:12:32,2021-05-10 18:19:23,100,410,1,1,2,3,4,5,38,10,38.8333333333333,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",4,5,4,18,18.25,3,219,17,17.3333333333333,4,208,1,16,16.6666666666667,8,200,3,"",1,0,0.75,9,9,1,3,NA,1,"Army - Honorably Discharged",0,1,0,1,0,0,1,1,1,0.555555555555556,0,0,0,0,0,1,1,1,0,0,0,0.428571428571429,0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,1,1,0.285714285714286,1,1,2,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.75,0.321428571428571,5,5,5,5,1,5,4,1,5,1,5,4,1,5,5,5,5,5,1,5,4,2,1,5,1,5,1,5,4,5,5,5,5,5,5,5,10,10,8,4,10,10,8,4,10,15,10,4.8,4.8,121,NA,NA,NA,NA,NA,NA,NA,NA,7,3,2,6,6,6,7,7,1,7,7,5,6,2,NA,1,4,2,1,2,4,2,2,5,2,5,2,1,2,4,2,1,7,17,8,5,2,1,1,1,8,3,3,5,"Dif-Gend"
"192",233,2021-05-10 18:07:19,2021-05-10 18:20:47,100,807,1,1,2,3,2,4,25,1,25.0833333333333,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,"",1,1,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,1,NA,NA,"",1,4,2,1,1.25,3,15,1,1.16666666666667,2,14,0,NA,NA,NA,NA,3,"",1,6,6,0,72,0,NA,NA,0,"",1,1,1,1,1,0,2,1,2,1.11111111111111,1,2,2,1.66666666666667,0,1,1,2,1,1,1,1,1,1,2,1,0,1,1,2,2,1,1,2,2,2,1.71428571428571,3,3,2,2.66666666666667,2,2,3,2,2,2,2,2.14285714285714,3,1,2,1,0,0,1,0,2,0,1,1,2,2,2,1.75,1.42857142857143,4,4,4,4,1,5,2,1,5,3,3,3,1,5,3,5,3,5,1,5,4,2,1,5,1,5,1,5,4,5,4,4,4,3,3,3,8,8,8,4,8,8,5,6,7,13,6,4.4,3.9,103,6,2,7,1,5,6,4,5,4,6,5,3,5,5,6,6,4,4,7,5,7,1,68,1,4,2,5,3,4,3,4,5,3,4,1,3,2,4,1,4,9,16,7,16,1,5,1,2,8,1,1,6,"Same-Gend"
"193",236,2021-05-10 18:20:09,2021-05-10 18:25:23,100,314,1,1,2,2,4,4,33,7,33.5833333333333,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",6,6,4,4,4.33333333333333,4,52,4,4.33333333333333,4,52,1,2,2.91666666666667,11,35,3,"",1,0,0.0833333333333333,1,1,0,NA,NA,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0.857142857142857,0,1,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1,1,5,5,1,5,1,1,5,1,5,1,1,5,3,3,5,5,1,5,3,2,1,5,1,5,1,5,3,3,3,3,4,4,5,5,2,10,6,4,6,10,2,4,8,9,10,3.8,3.8,93,2,6,1,7,7,7,7,7,6,1,5,3,6,7,7,7,1,7,7,7,6,2,100,1,5,2,2,2,3,3,3,5,1,4,2,4,1,3,2,3,5,15,9,12,2,2,2,2,8,2,2,7,"Same-Gend"
"194",237,2021-05-10 18:15:07,2021-05-10 18:28:27,100,799,1,1,2,3,4,5,29,10,29.8333333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",3,4,4,9,9.5,6,114,8,8.16666666666667,2,98,1,0,0.25,3,3,3,"",1,2,2,0,24,1,1,NA,0,"",2,2,0,2,0,0,0,0,0,0.666666666666667,1,1,1,1,2,0,2,2,3,3,3,2.14285714285714,1,3,3,1,3,0,1.83333333333333,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2.5,0.892857142857143,1,1,2,1,1,5,1,3,3,4,2,1,3,3,1,1,1,1,1,5,1,2,4,2,1,5,1,5,1,1,1,1,1,1,2,1,2,2,2,7,2,3,2,11,2,3,3,2.3,2,48,5,3,5,3,6,5,3,4,5,1,3,5,3,5,5,6,5,3,7,1,1,7,71,1,4,4,2,2,3,3,2,5,2,3,4,2,1,3,4,2,6,13,15,8,1,1,2,NA,4,3,3,7,"Dif-Gend"
"195",238,2021-05-10 17:47:41,2021-05-10 18:34:03,100,2782,1,1,2,3,4,5,31,4,31.3333333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",3,4,4,10,10,0,120,7,7,0,84,1,6,6.08333333333333,1,73,3,"",1,3,3,0,36,1,1,3,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,4,2,2,4,2,4,2,2,4,3,3,3,3,2,4,2,2,2,4,2,4,2,4,2,2,2,2,2,2,3,3,2,6,4,8,6,6,4,8,4,6,6,2.8,3.2,70,7,1,4,4,4,4,4,4,4,4,4,4,4,4,5,6,4,4,7,1,1,7,64,2,3,3,3,3,3,4,3,5,3,3,3,3,3,3,3,3,11,12,13,12,1,1,2,1,6,3,3,4,"Dif-Gend"
"196",239,2021-05-10 18:23:39,2021-05-10 18:34:46,100,667,1,1,2,2,4,5,52,6,52.5,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",4,6,4,6,6.5,6,78,6,6,0,72,1,5,5.66666666666667,8,68,3,"",1,0,0.5,6,6,0,NA,NA,0,"",1,1,0,0,0,0,1,1,2,0.666666666666667,2,0,0,0.666666666666667,0,0,1,1,1,0,0,0.428571428571429,0,1,0,0,1,0,0.333333333333333,0,0,0,0,0,0,0,0,1,2,1,1.33333333333333,1,1,1,0,2,1,1,1,0,0,0,0,0,1,1,0,1,0,0.3,1,0,1,0,0.5,0.517857142857143,4,2,3,2,1,5,1,3,3,3,3,1,2,4,3,3,3,2,1,5,3,2,1,5,2,4,1,5,3,2,1,2,1,2,2,2,6,5,6,5,6,5,2,9,3,5,4,3.6,2.8,72,6,2,7,1,6,3,2,2,3,4,4,4,3,3,4,6,6,2,7,1,6,2,48,2,4,3,3,3,3,3,5,5,2,3,3,3,2,5,3,3,9,15,12,14,2,2,2,2,8,2,2,4,"Same-Gend"
"197",240,2021-05-10 18:26:45,2021-05-10 18:36:26,100,580,1,1,2,3,4,4,24,1,24.0833333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Straight",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",3,5,4,2,2.75,9,33,2,2.33333333333333,4,28,1,0,0.166666666666667,2,2,3,"",1,0,0.75,9,9,1,1,NA,0,"",1,3,1,1,0,0,1,3,2,1.33333333333333,1,0,0,0.333333333333333,1,0,3,3,1,1,1,1.42857142857143,0,1,1,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,3,1,1,1.66666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,1,2,2,3,2,0.696428571428571,3,4,2,1,1,5,1,1,5,3,3,1,2,4,1,1,5,1,1,5,1,2,5,1,5,1,4,2,2,1,1,1,3,1,1,1,7,6,3,15,2,3,2,7,4,3,2,2.5,2.4,56,5,3,2,6,7,7,3,1,5,1,1,7,3,3,7,5,5,3,7,3,3,5,75,2,4,4,2,2,2,4,1,5,4,3,2,2,3,4,4,1,11,13,14,6,1,4,2,6,8,3,3,7,"Dif-Gend"
"198",241,2021-05-10 18:25:24,2021-05-10 18:37:41,100,736,1,1,2,3,4,5,35,6,35.5,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Straight",1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",3,5,4,20,20.4166666666667,5,245,14,14.5,6,174,1,12,12.9166666666667,11,155,3,"",1,2,2,0,24,1,2,NA,0,"",2,1,2,2,0,1,2,2,2,1.55555555555556,2,2,3,2.33333333333333,3,3,3,3,2,2,2,2.57142857142857,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.571428571428571,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2,1,0,1,1,0.75,0.910714285714286,5,5,5,5,1,5,3,1,5,1,5,5,1,5,5,5,5,5,1,5,5,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,10,10,10,4,10,10,8,4,10,15,10,5,4.8,123,6,2,5,3,6,4,5,6,5,3,1,7,6,7,7,7,1,7,7,5,5,3,85,1,4,2,1,2,4,3,2,5,2,5,1,2,1,4,1,2,6,17,7,7,1,1,2,6,8,3,3,5,"Dif-Gend"
"199",242,2021-05-10 18:26:19,2021-05-10 18:42:03,100,943,1,1,2,3,2,4,20,9,20.75,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"straight",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",1,2,2,1,1.41666666666667,5,17,1,1.41666666666667,5,17,0,NA,NA,NA,NA,2,"",2,NA,NA,NA,NA,0,NA,NA,0,"",2,2,2,2,3,0,0,3,3,1.88888888888889,2,2,3,2.33333333333333,2,3,3,3,0,0,0,1.57142857142857,0,0,0,0,0,0,0,0,0,1,2,1,2,3,1.28571428571429,3,3,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.3,0,0,0,1,0.25,1.01785714285714,5,5,5,3,1,5,1,1,5,1,5,5,1,5,5,5,5,5,1,5,5,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,10,10,10,4,10,8,6,4,10,15,10,5,4.4,119,4,4,2,6,7,6,2,6,7,1,1,7,7,7,5,6,1,7,7,6,1,7,97,1,5,1,1,1,5,1,1,5,NA,4,2,1,1,5,1,2,NA,19,5,5,1,1,2,6,3,3,3,7,"Dif-Gend"
"200",243,2021-05-10 18:33:07,2021-05-10 18:42:27,100,560,1,1,2,3,2,4,21,7,21.5833333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Straight",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,4,2,4,4,0,48,3,3.5,6,42,0,NA,NA,NA,NA,2,"",2,NA,NA,NA,NA,0,NA,NA,0,"",2,2,2,2,0,1,0,0,0,1,0,0,0,0,2,2,2,2,0,0,1,1.28571428571429,0,2,2,1,1,0,1,0,0,0,0,1,0,0,0.142857142857143,2,2,3,2.33333333333333,2,2,3,0,2,1,1,1.57142857142857,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,1,0.25,0.803571428571429,5,5,5,4,1,5,2,1,5,3,3,4,1,5,5,5,4,4,1,5,1,2,3,3,1,5,3,3,5,5,4,4,5,5,5,5,10,8,6,8,10,9,6,6,10,13,10,4,4.3,106,6,2,4,4,6,7,5,6,7,1,2,6,5,7,1,7,6,2,7,2,2,6,80,2,5,1,2,3,5,2,2,5,4,5,1,1,4,5,2,1,13,20,6,6,1,1,2,6,4,3,3,7,"Dif-Gend"
"201",244,2021-05-10 18:36:22,2021-05-10 18:43:14,100,412,1,1,2,3,2,5,25,6,25.5,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",2,6,4,6,6.16666666666667,2,74,5,5.66666666666667,8,68,0,NA,NA,NA,NA,3,"",1,5,5,0,60,0,NA,NA,0,"",2,2,2,2,0,0,2,0,2,1.33333333333333,0,0,0,0,2,0,2,2,0,0,0,0.857142857142857,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2.25,0.875,5,5,5,5,1,5,5,1,5,1,5,5,1,5,5,5,5,5,1,5,5,2,1,5,1,5,1,5,5,5,5,5,5,5,5,5,10,10,10,4,10,10,10,4,10,15,10,5,5,125,5,3,2,6,7,7,7,3,7,1,1,7,7,7,7,7,1,7,7,5,5,3,97,1,5,3,1,1,5,1,3,5,1,5,1,3,1,5,2,2,4,20,7,9,1,1,2,1,8,3,3,7,"Dif-Gend"
"202",245,2021-05-10 18:22:41,2021-05-10 18:45:05,100,1343,1,1,2,2,4,5,28,10,28.8333333333333,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",5,6,4,5,5.16666666666667,2,62,5,5,0,60,1,5,5,0,60,3,"",1,0,0.17,2,24,1,2,NA,1,"National guard, 6 years",1,1,1,2,1,1,2,1,1,1.22222222222222,2,1,1,1.33333333333333,1,1,1,2,1,2,1,1.28571428571429,1,1,2,1,1,1,1.16666666666667,2,1,1,1,1,2,2,1.42857142857143,1,1,2,1.33333333333333,0,0,1,1,1,0,1,0.571428571428571,1,0,1,1,0,0,0,0,0,0,0.3,0,1,1,2,1,1,4,5,5,5,2,4,4,2,4,3,3,3,1,5,4,5,4,5,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,9,9,NA,NA,9,10,7,8,NA,NA,9,4,4.2,NA,2,6,5,3,7,7,6,6,6,1,1,7,6,6,6,7,1,7,7,6,7,1,94,1,4,2,1,1,5,2,2,5,1,4,1,2,1,4,2,1,4,17,7,6,2,2,2,2,5,2,2,7,"Same-Gend"
"203",246,2021-05-10 18:36:27,2021-05-10 18:46:21,100,593,1,1,2,3,2,4,20,1,20.0833333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",1,4,4,5,5.41666666666667,5,65,2,2.41666666666667,5,29,0,NA,NA,NA,NA,3,"",1,6,6,0,72,0,NA,NA,0,"",0,1,1,0,0,0,0,0,1,0.333333333333333,0,0,0,0,1,0,0,1,1,1,0,0.571428571428571,0,1,0,0,0,0,0.166666666666667,0,0,0,0,1,0,1,0.285714285714286,1,1,1,1,1,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0.285714285714286,2,2,3,3,1,5,1,1,5,3,3,2,2,4,2,3,3,3,1,5,3,2,1,5,1,5,1,5,3,3,3,3,4,5,5,5,4,6,6,4,5,6,3,7,9,9,10,3.6,3.1,85,2,6,4,4,6,6,5,6,5,1,2,6,4,6,4,7,4,4,7,5,7,1,82,1,3,3,2,2,3,2,1,5,3,3,1,1,1,3,2,2,7,12,8,6,1,1,2,1,6,3,3,7,"Dif-Gend"
"204",247,2021-05-10 18:48:43,2021-05-10 19:01:12,100,749,1,1,2,3,2,4,43,1,43.0833333333333,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,"Heterosexual",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",3,5,4,3,3.5,6,42,2,2.5,6,30,0,NA,NA,NA,NA,3,"",1,1,1,0,12,0,NA,NA,0,"",0,1,0,0,0,1,0,0,0,0.222222222222222,3,3,3,3,1,0,1,1,1,0,1,0.714285714285714,0,0,0,0,0,1,0.166666666666667,0,0,0,0,1,0,0,0.142857142857143,1,1,1,1,0,0,1,0,0,0,0,0.142857142857143,0,0,1,0,0,0,0,0,1,1,0.3,0,1,1,1,0.75,0.5,1,1,1,1,4,2,1,5,1,5,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,2,2,18,NA,NA,2,1,1.25,NA,7,1,6,2,5,3,3,2,1,7,3,5,6,2,1,7,2,6,7,2,7,1,54,1,3,2,4,3,3,3,4,5,2,2,3,4,1,2,3,4,7,10,11,16,1,1,2,6,8,3,3,7,"Dif-Gend"
